DATE,VISITOR,VISITOR_PTS,HOME,HOME_PTS
2000-01-07,New York Knicks,94,Orlando Magic,86
2000-01-07,San Antonio Spurs,102,Phoenix Suns,83
2000-01-07,Chicago Bulls,110,Washington Wizards,103
2000-01-08,Boston Celtics,79,Chicago Bulls,96
2000-01-08,Atlanta Hawks,85,Dallas Mavericks,95
2000-01-08,Charlotte Hornets,92,Denver Nuggets,97
2000-01-08,Minnesota Timberwolves,110,Detroit Pistons,105
2000-01-08,Utah Jazz,103,Houston Rockets,87
2000-01-08,Indiana Pacers,94,Los Angeles Clippers,107
2000-01-08,New Jersey Nets,90,Miami Heat,89
2000-01-08,Washington Wizards,129,Milwaukee Bucks,130
2000-01-08,Cleveland Cavaliers,89,New York Knicks,86
2000-01-08,Phoenix Suns,91,Portland Trail Blazers,96
2000-01-08,Orlando Magic,92,San Antonio Spurs,127
2000-01-08,Los Angeles Lakers,110,Seattle SuperSonics,100
2000-01-09,Seattle SuperSonics,100,Golden State Warriors,95
2000-01-09,Minnesota Timberwolves,123,Philadelphia 76ers,112
2000-01-09,Indiana Pacers,113,Sacramento Kings,116
2000-01-09,Vancouver Grizzlies,107,Toronto Raptors,97
2000-01-10,Vancouver Grizzlies,112,Boston Celtics,103
2000-01-10,Los Angeles Clippers,106,Cleveland Cavaliers,111
2000-01-10,Denver Nuggets,95,Los Angeles Lakers,130
2000-01-10,Charlotte Hornets,87,Milwaukee Bucks,137
2000-01-10,New Jersey Nets,100,Orlando Magic,94
2000-01-10,Dallas Mavericks,94,Portland Trail Blazers,107
2000-01-10,Utah Jazz,86,San Antonio Spurs,93
2000-01-11,Dallas Mavericks,109,Golden State Warriors,102
2000-01-11,Miami Heat,116,Minnesota Timberwolves,106
2000-01-11,Chicago Bulls,88,New York Knicks,95
2000-01-11,Houston Rockets,93,Sacramento Kings,110
2000-01-11,Phoenix Suns,88,Seattle SuperSonics,101
2000-01-11,Toronto Raptors,89,Washington Wizards,117
2000-01-12,Los Angeles Clippers,88,Boston Celtics,95
2000-01-12,Seattle SuperSonics,103,Denver Nuggets,93
2000-01-12,New York Knicks,108,Detroit Pistons,114
2000-01-12,Washington Wizards,102,Indiana Pacers,117
2000-01-12,Los Angeles Lakers,103,Milwaukee Bucks,94
2000-01-12,Cleveland Cavaliers,75,Portland Trail Blazers,95
2000-01-12,Orlando Magic,102,Toronto Raptors,108
2000-01-12,Phoenix Suns,95,Vancouver Grizzlies,92
2000-01-13,Houston Rockets,108,Golden State Warriors,100
2000-01-13,Boston Celtics,85,Minnesota Timberwolves,103
2000-01-13,Los Angeles Clippers,105,New Jersey Nets,110
2000-01-13,San Antonio Spurs,103,Sacramento Kings,107
2000-01-13,Miami Heat,83,Utah Jazz,93
2000-01-14,Atlanta Hawks,89,Chicago Bulls,83
2000-01-14,Miami Heat,92,Denver Nuggets,87
2000-01-14,Washington Wizards,98,Detroit Pistons,105
2000-01-14,Los Angeles Lakers,102,Indiana Pacers,111
2000-01-14,Orlando Magic,100,Philadelphia 76ers,102
2000-01-14,Portland Trail Blazers,105,Phoenix Suns,83
2000-01-14,San Antonio Spurs,85,Seattle SuperSonics,91
2000-01-14,Milwaukee Bucks,110,Toronto Raptors,115
2000-01-14,Cleveland Cavaliers,82,Vancouver Grizzlies,80
2000-01-15,Philadelphia 76ers,101,Atlanta Hawks,98
2000-01-15,Houston Rockets,93,Chicago Bulls,90
2000-01-15,Portland Trail Blazers,105,Dallas Mavericks,113
2000-01-15,Sacramento Kings,114,Golden State Warriors,99
2000-01-15,Toronto Raptors,97,Milwaukee Bucks,118
2000-01-15,Los Angeles Lakers,104,Minnesota Timberwolves,91
2000-01-15,Boston Celtics,99,New Jersey Nets,96
2000-01-15,Charlotte Hornets,79,New York Knicks,91
2000-01-15,Indiana Pacers,96,Orlando Magic,89
2000-01-15,Los Angeles Clippers,75,Utah Jazz,112
2000-01-15,Detroit Pistons,112,Washington Wizards,107
2000-01-16,Denver Nuggets,100,Phoenix Suns,113
2000-01-16,Cleveland Cavaliers,102,Sacramento Kings,113
2000-01-16,Miami Heat,94,Vancouver Grizzlies,83
2000-01-17,Milwaukee Bucks,107,Atlanta Hawks,101
2000-01-17,Toronto Raptors,94,Charlotte Hornets,115
2000-01-17,Houston Rockets,121,Dallas Mavericks,111
2000-01-17,Orlando Magic,100,Golden State Warriors,113
2000-01-17,San Antonio Spurs,99,Los Angeles Clippers,93
2000-01-17,Seattle SuperSonics,82,Los Angeles Lakers,81
2000-01-17,Indiana Pacers,100,Minnesota Timberwolves,101
2000-01-17,Detroit Pistons,94,New York Knicks,105
2000-01-17,New Jersey Nets,96,Philadelphia 76ers,101
2000-01-17,Boston Celtics,105,Washington Wizards,101
2000-01-18,Portland Trail Blazers,89,Houston Rockets,90
2000-01-18,Chicago Bulls,92,Miami Heat,85
2000-01-18,Los Angeles Clippers,98,Sacramento Kings,104
2000-01-18,Cleveland Cavaliers,80,Seattle SuperSonics,99
2000-01-19,Toronto Raptors,90,Boston Celtics,94
2000-01-19,Charlotte Hornets,96,Chicago Bulls,86
2000-01-19,Milwaukee Bucks,84,Indiana Pacers,106
2000-01-19,Cleveland Cavaliers,86,Los Angeles Lakers,95
2000-01-19,New Jersey Nets,89,New York Knicks,90
2000-01-19,Atlanta Hawks,89,Philadelphia 76ers,107
2000-01-19,Portland Trail Blazers,105,San Antonio Spurs,95
2000-01-19,Minnesota Timberwolves,91,Utah Jazz,88
2000-01-19,Dallas Mavericks,104,Washington Wizards,86
2000-01-20,Philadelphia 76ers,100,Charlotte Hornets,109
2000-01-20,Denver Nuggets,115,Houston Rockets,122
2000-01-20,Seattle SuperSonics,104,Milwaukee Bucks,96
2000-01-20,Detroit Pistons,120,New Jersey Nets,122
2000-01-20,Orlando Magic,103,Sacramento Kings,111
2000-01-20,Utah Jazz,94,Vancouver Grizzlies,89
2000-01-21,Seattle SuperSonics,86,Boston Celtics,111
2000-01-21,Phoenix Suns,101,Denver Nuggets,99
2000-01-21,Cleveland Cavaliers,103,Golden State Warriors,115
2000-01-21,Minnesota Timberwolves,95,Los Angeles Clippers,89
2000-01-21,Atlanta Hawks,79,Miami Heat,101
2000-01-21,Indiana Pacers,113,Washington Wizards,123
2000-01-22,Washington Wizards,93,Atlanta Hawks,111
2000-01-22,Boston Celtics,96,Charlotte Hornets,110
2000-01-22,Detroit Pistons,92,Chicago Bulls,98
2000-01-22,Portland Trail Blazers,95,Los Angeles Lakers,91
2000-01-22,Dallas Mavericks,95,New Jersey Nets,98
2000-01-22,Indiana Pacers,97,Philadelphia 76ers,103
2000-01-22,Cleveland Cavaliers,88,Phoenix Suns,101
2000-01-22,Utah Jazz,104,Sacramento Kings,101
2000-01-22,New York Knicks,83,San Antonio Spurs,96
2000-01-22,Orlando Magic,85,Vancouver Grizzlies,82
2000-01-23,Dallas Mavericks,99,Detroit Pistons,91
2000-01-23,Minnesota Timberwolves,99,Golden State Warriors,81
2000-01-23,Miami Heat,88,Houston Rockets,101
2000-01-23,Orlando Magic,102,Los Angeles Clippers,89
2000-01-23,Seattle SuperSonics,77,Toronto Raptors,94
2000-01-24,Indiana Pacers,82,Chicago Bulls,83
2000-01-24,Vancouver Grizzlies,98,Denver Nuggets,110
2000-01-24,Seattle SuperSonics,106,New York Knicks,112
2000-01-24,New Jersey Nets,87,Portland Trail Blazers,101
2000-01-24,Los Angeles Lakers,101,Utah Jazz,105
2000-01-25,Chicago Bulls,89,Atlanta Hawks,96
2000-01-25,Sacramento Kings,110,Charlotte Hornets,99
2000-01-25,Detroit Pistons,107,Cleveland Cavaliers,116
2000-01-25,Golden State Warriors,103,Dallas Mavericks,117
2000-01-25,Minnesota Timberwolves,92,Houston Rockets,84
2000-01-25,Phoenix Suns,87,Indiana Pacers,93
2000-01-25,Boston Celtics,89,Miami Heat,115
2000-01-25,Los Angeles Clippers,82,San Antonio Spurs,105
2000-01-26,Sacramento Kings,104,Milwaukee Bucks,112
2000-01-26,Boston Celtics,89,Orlando Magic,111
2000-01-26,Phoenix Suns,93,Philadelphia 76ers,87
2000-01-26,New Jersey Nets,92,Seattle SuperSonics,95
2000-01-26,Washington Wizards,105,Toronto Raptors,120
2000-01-26,Vancouver Grizzlies,116,Utah Jazz,99
2000-01-27,Detroit Pistons,102,Charlotte Hornets,117
2000-01-27,Orlando Magic,90,Cleveland Cavaliers,102
2000-01-27,Los Angeles Clippers,90,Dallas Mavericks,99
2000-01-27,Golden State Warriors,115,Houston Rockets,110
2000-01-27,Utah Jazz,75,Portland Trail Blazers,85
2000-01-27,Minnesota Timberwolves,80,San Antonio Spurs,92
2000-01-27,New Jersey Nets,106,Vancouver Grizzlies,108
2000-01-28,New York Knicks,96,Atlanta Hawks,98
2000-01-28,Phoenix Suns,88,Boston Celtics,91
2000-01-28,Sacramento Kings,102,Chicago Bulls,90
2000-01-28,Houston Rockets,98,Denver Nuggets,104
2000-01-28,Milwaukee Bucks,89,Los Angeles Lakers,117
2000-01-28,Miami Heat,93,Toronto Raptors,108
2000-01-29,Phoenix Suns,79,Charlotte Hornets,100
2000-01-29,Toronto Raptors,106,Chicago Bulls,89
2000-01-29,Denver Nuggets,96,Dallas Mavericks,107
2000-01-29,Philadelphia 76ers,88,Detroit Pistons,90
2000-01-29,Miami Heat,84,Indiana Pacers,94
2000-01-29,New Jersey Nets,93,Los Angeles Clippers,98
2000-01-29,Utah Jazz,94,Minnesota Timberwolves,96
2000-01-29,Atlanta Hawks,87,Orlando Magic,103
2000-01-29,San Antonio Spurs,67,Portland Trail Blazers,81
2000-01-29,Milwaukee Bucks,101,Seattle SuperSonics,99
2000-01-29,Cleveland Cavaliers,98,Washington Wizards,103
2000-01-30,Los Angeles Lakers,83,Houston Rockets,89
2000-01-30,Sacramento Kings,111,New York Knicks,120
2000-01-31,Philadelphia 76ers,80,Denver Nuggets,83
2000-01-31,Detroit Pistons,82,Miami Heat,104
2000-01-31,Sacramento Kings,90,Minnesota Timberwolves,105
2000-01-31,Phoenix Suns,117,Orlando Magic,113
2000-01-31,Milwaukee Bucks,92,Vancouver Grizzlies,87
2000-02-01,Washington Wizards,108,Cleveland Cavaliers,112
2000-02-01,Philadelphia 76ers,101,Dallas Mavericks,100
2000-02-01,Charlotte Hornets,83,Houston Rockets,99
2000-02-01,Boston Celtics,96,Indiana Pacers,99
2000-02-01,Golden State Warriors,107,Los Angeles Clippers,76
2000-02-01,Orlando Magic,98,New York Knicks,77
2000-02-01,Chicago Bulls,81,Portland Trail Blazers,92
2000-02-01,Los Angeles Lakers,81,San Antonio Spurs,105
2000-02-01,Seattle SuperSonics,104,Utah Jazz,96
2000-02-02,Miami Heat,105,Boston Celtics,103
2000-02-02,Milwaukee Bucks,112,Denver Nuggets,135
2000-02-02,Sacramento Kings,113,Detroit Pistons,110
2000-02-02,Vancouver Grizzlies,95,Golden State Warriors,101
2000-02-02,Atlanta Hawks,97,New Jersey Nets,89
2000-02-02,Los Angeles Clippers,68,Phoenix Suns,114
2000-02-02,Chicago Bulls,88,Seattle SuperSonics,81
2000-02-02,Minnesota Timberwolves,93,Washington Wizards,103
2000-02-03,Charlotte Hornets,96,Dallas Mavericks,106
2000-02-03,Philadelphia 76ers,106,Houston Rockets,109
2000-02-03,Portland Trail Blazers,88,New York Knicks,98
2000-02-03,Toronto Raptors,95,San Antonio Spurs,112
2000-02-03,Milwaukee Bucks,102,Utah Jazz,99
2000-02-04,Portland Trail Blazers,97,Atlanta Hawks,90
2000-02-04,New Jersey Nets,95,Boston Celtics,100
2000-02-04,Cleveland Cavaliers,96,Detroit Pistons,105
2000-02-04,Denver Nuggets,101,Golden State Warriors,103
2000-02-04,Sacramento Kings,94,Indiana Pacers,104
2000-02-04,Utah Jazz,67,Los Angeles Lakers,113
2000-02-04,Washington Wizards,92,Miami Heat,99
2000-02-04,Houston Rockets,85,Minnesota Timberwolves,102
2000-02-04,Phoenix Suns,86,Seattle SuperSonics,94
2000-02-04,Chicago Bulls,76,Vancouver Grizzlies,101
2000-02-05,Atlanta Hawks,102,Cleveland Cavaliers,94
2000-02-05,Minnesota Timberwolves,105,Denver Nuggets,97
2000-02-05,Dallas Mavericks,119,Los Angeles Clippers,106
2000-02-05,Toronto Raptors,98,Milwaukee Bucks,95
2000-02-05,Indiana Pacers,102,Orlando Magic,107
2000-02-05,Charlotte Hornets,110,Washington Wizards,102
2000-02-06,Portland Trail Blazers,100,Boston Celtics,94
2000-02-06,Houston Rockets,105,Detroit Pistons,109
2000-02-06,Chicago Bulls,100,Los Angeles Clippers,90
2000-02-06,Golden State Warriors,90,New Jersey Nets,110
2000-02-06,Miami Heat,80,New York Knicks,94
2000-02-06,Sacramento Kings,108,Philadelphia 76ers,119
2000-02-06,Seattle SuperSonics,93,Phoenix Suns,105
2000-02-06,San Antonio Spurs,90,Utah Jazz,93
2000-02-06,Dallas Mavericks,103,Vancouver Grizzlies,99
2000-02-07,New York Knicks,85,Charlotte Hornets,95
2000-02-07,Philadelphia 76ers,84,Indiana Pacers,109
2000-02-07,Denver Nuggets,98,Los Angeles Lakers,106
2000-02-07,Portland Trail Blazers,115,Milwaukee Bucks,111
2000-02-07,Golden State Warriors,100,Orlando Magic,120
2000-02-08,Cleveland Cavaliers,83,Houston Rockets,91
2000-02-08,Boston Celtics,113,New Jersey Nets,131
2000-02-08,Vancouver Grizzlies,76,Phoenix Suns,94
2000-02-08,Chicago Bulls,80,Sacramento Kings,119
2000-02-08,Seattle SuperSonics,77,San Antonio Spurs,79
2000-02-08,Atlanta Hawks,88,Toronto Raptors,109
2000-02-09,Houston Rockets,100,Atlanta Hawks,116
2000-02-09,Indiana Pacers,113,Boston Celtics,104
2000-02-09,Cleveland Cavaliers,95,Charlotte Hornets,103
2000-02-09,Seattle SuperSonics,117,Dallas Mavericks,106
2000-02-09,San Antonio Spurs,106,Denver Nuggets,97
2000-02-09,Toronto Raptors,108,Detroit Pistons,115
2000-02-09,Minnesota Timberwolves,81,Los Angeles Lakers,114
2000-02-09,Golden State Warriors,100,Miami Heat,115
2000-02-09,New York Knicks,109,Milwaukee Bucks,103
2000-02-09,Washington Wizards,96,Orlando Magic,107
2000-02-09,New Jersey Nets,90,Philadelphia 76ers,92
2000-02-09,Los Angeles Clippers,100,Portland Trail Blazers,107
2000-02-09,Chicago Bulls,86,Utah Jazz,113
2000-02-10,Vancouver Grizzlies,112,Los Angeles Clippers,90
2000-02-10,Minnesota Timberwolves,85,Phoenix Suns,101
2000-02-10,Denver Nuggets,84,Sacramento Kings,96
2000-02-15,New Jersey Nets,86,Atlanta Hawks,103
2000-02-15,Los Angeles Lakers,88,Chicago Bulls,76
2000-02-15,San Antonio Spurs,81,Cleveland Cavaliers,92
2000-02-15,Milwaukee Bucks,112,Dallas Mavericks,99
2000-02-15,Portland Trail Blazers,92,Golden State Warriors,83
2000-02-15,Detroit Pistons,102,Houston Rockets,107
2000-02-15,Los Angeles Clippers,88,Miami Heat,107
2000-02-15,Denver Nuggets,107,Minnesota Timberwolves,104
2000-02-15,Charlotte Hornets,95,Philadelphia 76ers,93
2000-02-15,Phoenix Suns,117,Sacramento Kings,108
2000-02-15,Washington Wizards,85,Seattle SuperSonics,114
2000-02-15,New York Knicks,70,Toronto Raptors,91
2000-02-15,Boston Celtics,101,Utah Jazz,99
2000-02-16,Los Angeles Lakers,92,Charlotte Hornets,85
2000-02-16,Toronto Raptors,101,Indiana Pacers,109
2000-02-16,Minnesota Timberwolves,89,New York Knicks,93
2000-02-16,Los Angeles Clippers,96,Orlando Magic,129
2000-02-16,Golden State Warriors,95,Portland Trail Blazers,99
2000-02-16,Washington Wizards,87,Vancouver Grizzlies,92
2000-02-17,Miami Heat,76,Chicago Bulls,83
2000-02-17,Denver Nuggets,101,Cleveland Cavaliers,119
2000-02-17,Detroit Pistons,97,Dallas Mavericks,106
2000-02-17,Indiana Pacers,92,Milwaukee Bucks,90
2000-02-17,Sacramento Kings,108,Utah Jazz,119
2000-02-18,Los Angeles Clippers,87,Charlotte Hornets,115
2000-02-18,Boston Celtics,100,Golden State Warriors,122
2000-02-18,Vancouver Grizzlies,91,Minnesota Timberwolves,103
2000-02-18,Miami Heat,84,New Jersey Nets,91
2000-02-18,Los Angeles Lakers,107,Orlando Magic,99
2000-02-18,Cleveland Cavaliers,75,Philadelphia 76ers,104
2000-02-18,Atlanta Hawks,73,Phoenix Suns,85
2000-02-18,Washington Wizards,85,Portland Trail Blazers,93
2000-02-18,Seattle SuperSonics,85,Sacramento Kings,118
2000-02-18,Houston Rockets,92,San Antonio Spurs,116
2000-02-18,Denver Nuggets,95,Toronto Raptors,91
2000-02-19,Los Angeles Clippers,72,Chicago Bulls,74
2000-02-19,Vancouver Grizzlies,111,Milwaukee Bucks,100
2000-02-19,Indiana Pacers,73,New York Knicks,87
2000-02-19,Boston Celtics,91,Seattle SuperSonics,94
2000-02-19,Detroit Pistons,87,Utah Jazz,91
2000-02-20,Miami Heat,85,Charlotte Hornets,80
2000-02-20,Washington Wizards,103,Golden State Warriors,112
2000-02-20,San Antonio Spurs,113,Houston Rockets,111
2000-02-20,New Jersey Nets,91,Minnesota Timberwolves,89
2000-02-20,Los Angeles Lakers,87,Philadelphia 76ers,84
2000-02-20,Portland Trail Blazers,108,Sacramento Kings,103
2000-02-20,Dallas Mavericks,100,Toronto Raptors,96
2000-02-21,Vancouver Grizzlies,108,Cleveland Cavaliers,109
2000-02-21,Sacramento Kings,117,Denver Nuggets,123
2000-02-21,Miami Heat,87,Detroit Pistons,95
2000-02-21,Dallas Mavericks,93,Indiana Pacers,94
2000-02-21,Los Angeles Clippers,76,New York Knicks,87
2000-02-21,Boston Celtics,92,Portland Trail Blazers,105
2000-02-21,Phoenix Suns,98,San Antonio Spurs,89
2000-02-21,Atlanta Hawks,94,Utah Jazz,96
2000-02-22,Houston Rockets,97,Charlotte Hornets,102
2000-02-22,Vancouver Grizzlies,85,Chicago Bulls,81
2000-02-22,Golden State Warriors,89,Minnesota Timberwolves,112
2000-02-22,Los Angeles Lakers,97,New Jersey Nets,89
2000-02-22,Denver Nuggets,67,Phoenix Suns,86
2000-02-22,Orlando Magic,91,Seattle SuperSonics,127
2000-02-22,Milwaukee Bucks,101,Washington Wizards,126
2000-02-23,Los Angeles Lakers,116,Cleveland Cavaliers,98
2000-02-23,Indiana Pacers,118,Detroit Pistons,111
2000-02-23,New Jersey Nets,85,Miami Heat,99
2000-02-23,Golden State Warriors,91,Milwaukee Bucks,86
2000-02-23,Toronto Raptors,99,New York Knicks,88
2000-02-23,Los Angeles Clippers,78,Philadelphia 76ers,94
2000-02-23,Atlanta Hawks,100,Sacramento Kings,94
2000-02-24,San Antonio Spurs,72,Charlotte Hornets,70
2000-02-24,Utah Jazz,92,Dallas Mavericks,85
2000-02-24,Denver Nuggets,106,Houston Rockets,97
2000-02-24,Chicago Bulls,83,Indiana Pacers,100
2000-02-24,Los Angeles Clippers,91,Minnesota Timberwolves,116
2000-02-24,Orlando Magic,92,Portland Trail Blazers,111
2000-02-24,Boston Celtics,101,Vancouver Grizzlies,77
2000-02-24,Phoenix Suns,92,Washington Wizards,83
2000-02-25,San Antonio Spurs,91,Chicago Bulls,78
2000-02-25,Golden State Warriors,99,Detroit Pistons,131
2000-02-25,Boston Celtics,96,Los Angeles Lakers,109
2000-02-25,Cleveland Cavaliers,82,Miami Heat,87
2000-02-25,Philadelphia 76ers,97,Milwaukee Bucks,83
2000-02-25,Phoenix Suns,79,New York Knicks,84
2000-02-25,Atlanta Hawks,95,Seattle SuperSonics,87
2000-02-25,Minnesota Timberwolves,107,Toronto Raptors,85
2000-02-25,Orlando Magic,88,Utah Jazz,96
2000-02-26,Denver Nuggets,96,Dallas Mavericks,98
2000-02-26,Golden State Warriors,88,Indiana Pacers,104
2000-02-26,Atlanta Hawks,77,Los Angeles Clippers,78
2000-02-26,Charlotte Hornets,93,New Jersey Nets,104
2000-02-26,Sacramento Kings,90,Vancouver Grizzlies,102
2000-02-26,Miami Heat,98,Washington Wizards,88
2000-02-27,Chicago Bulls,90,Detroit Pistons,93
2000-02-27,Houston Rockets,85,Los Angeles Lakers,101
2000-02-27,Orlando Magic,95,Milwaukee Bucks,102
2000-02-27,San Antonio Spurs,98,Minnesota Timberwolves,102
2000-02-27,Philadelphia 76ers,88,New York Knicks,89
2000-02-27,Utah Jazz,92,Portland Trail Blazers,101
2000-02-27,Phoenix Suns,102,Toronto Raptors,103
2000-02-28,Dallas Mavericks,108,Boston Celtics,100
2000-02-28,Seattle SuperSonics,84,Charlotte Hornets,81
2000-02-28,Atlanta Hawks,75,Golden State Warriors,80
2000-02-28,Houston Rockets,96,Los Angeles Clippers,77
2000-02-28,New York Knicks,76,Miami Heat,85
2000-02-28,New Jersey Nets,101,Utah Jazz,106
2000-02-29,Phoenix Suns,100,Cleveland Cavaliers,93
2000-02-29,Detroit Pistons,105,Indiana Pacers,115
2000-02-29,Charlotte Hornets,92,Minnesota Timberwolves,87
2000-02-29,Seattle SuperSonics,94,Orlando Magic,103
2000-02-29,Dallas Mavericks,87,Philadelphia 76ers,106
2000-02-29,Los Angeles Lakers,90,Portland Trail Blazers,87
2000-02-29,Vancouver Grizzlies,87,Sacramento Kings,112
2000-02-29,Miami Heat,69,San Antonio Spurs,93
2000-02-29,Chicago Bulls,80,Toronto Raptors,87
2000-03-01,Washington Wizards,102,Atlanta Hawks,83
2000-03-01,Toronto Raptors,96,Boston Celtics,94
2000-03-01,New Jersey Nets,94,Denver Nuggets,81
2000-03-01,Utah Jazz,107,Detroit Pistons,94
2000-03-01,Vancouver Grizzlies,91,Los Angeles Lakers,103
2000-03-02,Cleveland Cavaliers,114,Chicago Bulls,110
2000-03-02,New Jersey Nets,103,Dallas Mavericks,102
2000-03-02,Sacramento Kings,99,Houston Rockets,102
2000-03-02,Seattle SuperSonics,83,Miami Heat,101
2000-03-02,Milwaukee Bucks,94,New York Knicks,109
2000-03-02,Charlotte Hornets,96,Orlando Magic,104
2000-03-02,Indiana Pacers,87,Phoenix Suns,118
2000-03-02,Minnesota Timberwolves,108,San Antonio Spurs,102
2000-03-02,Philadelphia 76ers,87,Washington Wizards,84
2000-03-03,New York Knicks,70,Atlanta Hawks,83
2000-03-03,Utah Jazz,89,Charlotte Hornets,87
2000-03-03,Golden State Warriors,88,Denver Nuggets,122
2000-03-03,Indiana Pacers,92,Los Angeles Lakers,107
2000-03-03,Vancouver Grizzlies,91,Portland Trail Blazers,101
2000-03-03,Boston Celtics,104,Toronto Raptors,114
2000-03-04,Seattle SuperSonics,93,Atlanta Hawks,81
2000-03-04,Philadelphia 76ers,95,Chicago Bulls,84
2000-03-04,New Jersey Nets,92,Houston Rockets,99
2000-03-04,Cleveland Cavaliers,109,Los Angeles Clippers,99
2000-03-04,Minnesota Timberwolves,91,Milwaukee Bucks,84
2000-03-04,Dallas Mavericks,96,Phoenix Suns,110
2000-03-04,Sacramento Kings,108,San Antonio Spurs,103
2000-03-04,Detroit Pistons,94,Washington Wizards,100
2000-03-05,Orlando Magic,91,Boston Celtics,97
2000-03-05,Chicago Bulls,94,Charlotte Hornets,100
2000-03-05,Cleveland Cavaliers,100,Denver Nuggets,92
2000-03-05,Indiana Pacers,114,Golden State Warriors,95
2000-03-05,Miami Heat,80,Los Angeles Lakers,93
2000-03-05,Seattle SuperSonics,100,Minnesota Timberwolves,105
2000-03-05,Utah Jazz,88,New York Knicks,79
2000-03-05,Toronto Raptors,94,Vancouver Grizzlies,92
2000-03-06,Los Angeles Lakers,123,Los Angeles Clippers,103
2000-03-06,Atlanta Hawks,78,Milwaukee Bucks,111
2000-03-06,Miami Heat,92,Phoenix Suns,100
2000-03-06,Toronto Raptors,109,Portland Trail Blazers,90
2000-03-06,Dallas Mavericks,109,Sacramento Kings,130
2000-03-06,New Jersey Nets,104,San Antonio Spurs,106
2000-03-06,Orlando Magic,87,Washington Wizards,85
2000-03-07,Atlanta Hawks,82,Chicago Bulls,89
2000-03-07,Charlotte Hornets,102,Golden State Warriors,99
2000-03-07,Phoenix Suns,108,Houston Rockets,101
2000-03-07,Denver Nuggets,89,Indiana Pacers,90
2000-03-07,Washington Wizards,90,Minnesota Timberwolves,86
2000-03-07,Vancouver Grizzlies,86,New York Knicks,111
2000-03-07,Dallas Mavericks,86,Seattle SuperSonics,101
2000-03-07,Cleveland Cavaliers,95,Utah Jazz,113
2000-03-08,Milwaukee Bucks,101,Boston Celtics,112
2000-03-08,Denver Nuggets,116,Detroit Pistons,130
